"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","SECT","Sector","SEX","Sex","COU","Country of residence","Value","Flag Codes","Flags"
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",13317,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","E","Electricity, gas and water supply","2","Women","IRL","Ireland",44,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","E","Electricity, gas and water supply","1","Men","IRL","Ireland",197,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",241,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",3416,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",3707,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",7123,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","H","Hotels and restaurants","2","Women","IRL","Ireland",2109,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","H","Hotels and restaurants","1","Men","IRL","Ireland",1946,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",4055,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",973,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",978,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",1951,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",22,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",12,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",34,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","F","Construction","2","Women","IRL","Ireland",298,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","F","Construction","1","Men","IRL","Ireland",4802,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","F","Construction","ALL_SEX","Men and women","IRL","Ireland",5100,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","J","Financial intermediation","2","Women","IRL","Ireland",1213,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","J","Financial intermediation","1","Men","IRL","Ireland",703,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",1916,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","C","Mining and quarrying","2","Women","IRL","Ireland",20,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","C","Mining and quarrying","1","Men","IRL","Ireland",122,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",142,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","M","Education","2","Women","IRL","Ireland",900,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","M","Education","1","Men","IRL","Ireland",341,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","M","Education","ALL_SEX","Men and women","IRL","Ireland",1241,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","D","Manufacturing","2","Women","IRL","Ireland",2561,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","D","Manufacturing","1","Men","IRL","Ireland",5962,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",8523,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","O","Other community, social and personal service activities","2","Women","IRL","Ireland",1025,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","O","Other community, social and personal service activities","1","Men","IRL","Ireland",864,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",1889,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","P","Private households with employed persons","2","Women","IRL","Ireland",139,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","P","Private households with employed persons","1","Men","IRL","Ireland",16,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",155,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","I","Transport, storage and communications","2","Women","IRL","Ireland",878,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","I","Transport, storage and communications","1","Men","IRL","Ireland",1900,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",2778,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","A_B","Agriculture and fishing","2","Women","IRL","Ireland",449,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","A_B","Agriculture and fishing","1","Men","IRL","Ireland",907,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",1356,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","K","Real estate, renting and business activities","2","Women","IRL","Ireland",1988,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","K","Real estate, renting and business activities","1","Men","IRL","Ireland",2343,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",4331,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","N","Health and social work","2","Women","IRL","Ireland",2531,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","N","Health and social work","1","Men","IRL","Ireland",476,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",3007,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","999","Unknown","2","Women","IRL","Ireland",784,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","999","Unknown","1","Men","IRL","Ireland",1186,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",1970,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","ALL_SECT","All sectors","2","Women","IRL","Ireland",19350,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","ALL_SECT","All sectors","1","Men","IRL","Ireland",26462,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",45812,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","E","Electricity, gas and water supply","2","Women","IRL","Ireland",829,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","E","Electricity, gas and water supply","1","Men","IRL","Ireland",3588,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",4417,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",38782,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",42271,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",81053,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","H","Hotels and restaurants","2","Women","IRL","Ireland",12490,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","H","Hotels and restaurants","1","Men","IRL","Ireland",9728,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",22218,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",18152,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",18806,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",36958,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",56,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",40,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",96,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","F","Construction","2","Women","IRL","Ireland",2845,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","F","Construction","1","Men","IRL","Ireland",45145,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","F","Construction","ALL_SEX","Men and women","IRL","Ireland",47990,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","J","Financial intermediation","2","Women","IRL","Ireland",16400,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","J","Financial intermediation","1","Men","IRL","Ireland",9103,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",25503,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","C","Mining and quarrying","2","Women","IRL","Ireland",229,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","C","Mining and quarrying","1","Men","IRL","Ireland",1508,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",1737,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","M","Education","2","Women","IRL","Ireland",9225,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","M","Education","1","Men","IRL","Ireland",2965,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","M","Education","ALL_SEX","Men and women","IRL","Ireland",12190,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","D","Manufacturing","2","Women","IRL","Ireland",25427,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","D","Manufacturing","1","Men","IRL","Ireland",51216,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",76643,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","O","Other community, social and personal service activities","2","Women","IRL","Ireland",10316,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","O","Other community, social and personal service activities","1","Men","IRL","Ireland",6588,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",16904,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","P","Private households with employed persons","2","Women","IRL","Ireland",517,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","P","Private households with employed persons","1","Men","IRL","Ireland",51,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",568,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","I","Transport, storage and communications","2","Women","IRL","Ireland",9899,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","I","Transport, storage and communications","1","Men","IRL","Ireland",21847,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",31746,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","A_B","Agriculture and fishing","2","Women","IRL","Ireland",2272,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","A_B","Agriculture and fishing","1","Men","IRL","Ireland",19362,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",21634,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","K","Real estate, renting and business activities","2","Women","IRL","Ireland",16417,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","K","Real estate, renting and business activities","1","Men","IRL","Ireland",14856,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",31273,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","N","Health and social work","2","Women","IRL","Ireland",27696,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","N","Health and social work","1","Men","IRL","Ireland",5153,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",32849,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","999","Unknown","2","Women","IRL","Ireland",6814,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","999","Unknown","1","Men","IRL","Ireland",9944,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",16758,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","ALL_SECT","All sectors","2","Women","IRL","Ireland",198366,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","ALL_SECT","All sectors","1","Men","IRL","Ireland",262171,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",460537,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","E","Electricity, gas and water supply","2","Women","IRL","Ireland",873,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","E","Electricity, gas and water supply","1","Men","IRL","Ireland",3785,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",4658,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",42198,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",45978,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",88176,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","H","Hotels and restaurants","2","Women","IRL","Ireland",14599,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","H","Hotels and restaurants","1","Men","IRL","Ireland",11674,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",26273,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",19125,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",19784,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",38909,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",78,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",52,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",130,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","F","Construction","2","Women","IRL","Ireland",3143,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","F","Construction","1","Men","IRL","Ireland",49947,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","F","Construction","ALL_SEX","Men and women","IRL","Ireland",53090,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","J","Financial intermediation","2","Women","IRL","Ireland",17613,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","J","Financial intermediation","1","Men","IRL","Ireland",9806,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",27419,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","C","Mining and quarrying","2","Women","IRL","Ireland",249,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","C","Mining and quarrying","1","Men","IRL","Ireland",1630,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",1879,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","M","Education","2","Women","IRL","Ireland",10125,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","M","Education","1","Men","IRL","Ireland",3306,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","M","Education","ALL_SEX","Men and women","IRL","Ireland",13431,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","D","Manufacturing","2","Women","IRL","Ireland",27988,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","D","Manufacturing","1","Men","IRL","Ireland",57178,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",85166,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","O","Other community, social and personal service activities","2","Women","IRL","Ireland",11341,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","O","Other community, social and personal service activities","1","Men","IRL","Ireland",7452,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",18793,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","P","Private households with employed persons","2","Women","IRL","Ireland",656,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","P","Private households with employed persons","1","Men","IRL","Ireland",67,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",723,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","I","Transport, storage and communications","2","Women","IRL","Ireland",10777,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","I","Transport, storage and communications","1","Men","IRL","Ireland",23747,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",34524,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","A_B","Agriculture and fishing","2","Women","IRL","Ireland",2721,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","A_B","Agriculture and fishing","1","Men","IRL","Ireland",20269,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",22990,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","K","Real estate, renting and business activities","2","Women","IRL","Ireland",18405,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","K","Real estate, renting and business activities","1","Men","IRL","Ireland",17199,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",35604,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","N","Health and social work","2","Women","IRL","Ireland",30227,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","N","Health and social work","1","Men","IRL","Ireland",5629,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",35856,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","999","Unknown","2","Women","IRL","Ireland",7598,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","999","Unknown","1","Men","IRL","Ireland",11130,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",18728,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_SECT","All sectors","2","Women","IRL","Ireland",217716,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_SECT","All sectors","1","Men","IRL","Ireland",288633,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",506349,,
"EURO","Europe","1","Foreign-born","99","Unknown education","E","Electricity, gas and water supply","1","Men","IRL","Ireland",7,,
"EURO","Europe","1","Foreign-born","99","Unknown education","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",7,,
"EURO","Europe","1","Foreign-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",185,,
"EURO","Europe","1","Foreign-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",239,,
"EURO","Europe","1","Foreign-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",424,,
"EURO","Europe","1","Foreign-born","99","Unknown education","H","Hotels and restaurants","2","Women","IRL","Ireland",216,,
"EURO","Europe","1","Foreign-born","99","Unknown education","H","Hotels and restaurants","1","Men","IRL","Ireland",218,,
"EURO","Europe","1","Foreign-born","99","Unknown education","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",434,,
"EURO","Europe","1","Foreign-born","99","Unknown education","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",26,,
"EURO","Europe","1","Foreign-born","99","Unknown education","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",28,,
"EURO","Europe","1","Foreign-born","99","Unknown education","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",54,,
"EURO","Europe","1","Foreign-born","99","Unknown education","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",3,,
"EURO","Europe","1","Foreign-born","99","Unknown education","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",4,,
"EURO","Europe","1","Foreign-born","99","Unknown education","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",7,,
"EURO","Europe","1","Foreign-born","99","Unknown education","F","Construction","2","Women","IRL","Ireland",12,,
"EURO","Europe","1","Foreign-born","99","Unknown education","F","Construction","1","Men","IRL","Ireland",326,,
"EURO","Europe","1","Foreign-born","99","Unknown education","F","Construction","ALL_SEX","Men and women","IRL","Ireland",338,,
"EURO","Europe","1","Foreign-born","99","Unknown education","J","Financial intermediation","2","Women","IRL","Ireland",25,,
"EURO","Europe","1","Foreign-born","99","Unknown education","J","Financial intermediation","1","Men","IRL","Ireland",21,,
"EURO","Europe","1","Foreign-born","99","Unknown education","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",46,,
"EURO","Europe","1","Foreign-born","99","Unknown education","C","Mining and quarrying","1","Men","IRL","Ireland",6,,
"EURO","Europe","1","Foreign-born","99","Unknown education","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",6,,
"EURO","Europe","1","Foreign-born","99","Unknown education","M","Education","2","Women","IRL","Ireland",50,,
"EURO","Europe","1","Foreign-born","99","Unknown education","M","Education","1","Men","IRL","Ireland",31,,
"EURO","Europe","1","Foreign-born","99","Unknown education","M","Education","ALL_SEX","Men and women","IRL","Ireland",81,,
"EURO","Europe","1","Foreign-born","99","Unknown education","D","Manufacturing","2","Women","IRL","Ireland",157,,
"EURO","Europe","1","Foreign-born","99","Unknown education","D","Manufacturing","1","Men","IRL","Ireland",434,,
"EURO","Europe","1","Foreign-born","99","Unknown education","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",591,,
"EURO","Europe","1","Foreign-born","99","Unknown education","O","Other community, social and personal service activities","2","Women","IRL","Ireland",73,,
"EURO","Europe","1","Foreign-born","99","Unknown education","O","Other community, social and personal service activities","1","Men","IRL","Ireland",63,,
"EURO","Europe","1","Foreign-born","99","Unknown education","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",136,,
"EURO","Europe","1","Foreign-born","99","Unknown education","P","Private households with employed persons","2","Women","IRL","Ireland",13,,
"EURO","Europe","1","Foreign-born","99","Unknown education","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",13,,
"EURO","Europe","1","Foreign-born","99","Unknown education","I","Transport, storage and communications","2","Women","IRL","Ireland",58,,
"EURO","Europe","1","Foreign-born","99","Unknown education","I","Transport, storage and communications","1","Men","IRL","Ireland",143,,
"EURO","Europe","1","Foreign-born","99","Unknown education","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",201,,
"EURO","Europe","1","Foreign-born","99","Unknown education","A_B","Agriculture and fishing","2","Women","IRL","Ireland",64,,
"EURO","Europe","1","Foreign-born","99","Unknown education","A_B","Agriculture and fishing","1","Men","IRL","Ireland",116,,
"EURO","Europe","1","Foreign-born","99","Unknown education","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",180,,
"EURO","Europe","1","Foreign-born","99","Unknown education","K","Real estate, renting and business activities","2","Women","IRL","Ireland",104,,
"EURO","Europe","1","Foreign-born","99","Unknown education","K","Real estate, renting and business activities","1","Men","IRL","Ireland",155,,
"EURO","Europe","1","Foreign-born","99","Unknown education","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",259,,
"EURO","Europe","1","Foreign-born","99","Unknown education","N","Health and social work","2","Women","IRL","Ireland",178,,
"EURO","Europe","1","Foreign-born","99","Unknown education","N","Health and social work","1","Men","IRL","Ireland",43,,
"EURO","Europe","1","Foreign-born","99","Unknown education","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",221,,
"EURO","Europe","1","Foreign-born","99","Unknown education","999","Unknown","2","Women","IRL","Ireland",959,,
"EURO","Europe","1","Foreign-born","99","Unknown education","999","Unknown","1","Men","IRL","Ireland",1928,,
"EURO","Europe","1","Foreign-born","99","Unknown education","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",2887,,
"EURO","Europe","1","Foreign-born","99","Unknown education","ALL_SECT","All sectors","2","Women","IRL","Ireland",2123,,
"EURO","Europe","1","Foreign-born","99","Unknown education","ALL_SECT","All sectors","1","Men","IRL","Ireland",3762,,
"EURO","Europe","1","Foreign-born","99","Unknown education","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",5885,,
"EURO","Europe","0","Native-born","99","Unknown education","E","Electricity, gas and water supply","2","Women","IRL","Ireland",18,,
"EURO","Europe","0","Native-born","99","Unknown education","E","Electricity, gas and water supply","1","Men","IRL","Ireland",94,,
"EURO","Europe","0","Native-born","99","Unknown education","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",112,,
"EURO","Europe","0","Native-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",1126,,
"EURO","Europe","0","Native-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",1355,,
